Fecha,Equipo,Componente,Aceite Lubricante,nflota,cambioLubricanate,Contenido de agua %,Punto de inflamacion °C,Glicol %,Nitracion A/cm,Oxidación A/cm,Hollín %,Sulfatacion A/cm,Diesel %,N de part >4µm,N° de part >6µm,N° de part>14µm,Código ISO 4406,Viscosidad 100°C cSt(mm2/s),Viscosidad 40°C cSt(mm2/s),TAN mg KOH/g,TBN mg KOH/g,Plata (Ag) ppm,Aluminio (Al) ppm,Bario (Ba) ppm,Boro (B) ppm,Calcio (Ca) ppm,Cromo (Cr) ppm,Cobre (Cu) ppm,Hierro (Fe) ppm,Potasio (K) ppm,Magnesio (Mg) ppm,Molibdeno (Mo) ppm,Sodio (Na) ppm,Níquel (Ni) ppm,Plomo (Pb) ppm,Fósforo (P) ppm,Silicio (Si) ppm,Estaño (Sn) ppm,Titanio (Ti) ppm,Vanadio (V) ppm,Zinc (Zn) ppm,Residuo Ferroso Total mg/kg,Numero Muestra,Numero Registro,Numero Serie Equipo,Criticidad
2023-08-30 00:00:00,KOMATSU 930 E5,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.87,249,0.28,4,1,1.78,4,0.92,8925,2484,217,20/17/14,14.9,82.1,1.69,1,4,5,8,4,662,0,10,77,8,3,0,22,8,6,4,7,9,5,1,52,179,A03812,3812,LAJ299,Normal
2023-08-30 00:00:00,KOMATSU 950 E4,MOTOR,MOBIL DELVAC 15W40,912,Muestreo,0.82,194,0.13,1,1,0.13,2,0.9,4953,3930,852,20/18/16,17.66,103.98,3.59,7,4,25,6,7,260,5,43,299,1,3,9,13,9,8,0,28,9,5,7,82,509,C03813,3813,LAJ505,Critico
2023-08-30 00:00:00,KOMATSU 930 E5,MASA DERECHA,MOBIL MOBILTRANS HD 30,RT3,Muestreo,0.19,187,0.03,1,0,1.12,1,0.56,6286,3029,977,21/16/16,17.55,108.02,3.82,9,3,26,7,7,745,3,34,249,1,8,6,25,2,0,9,48,6,3,6,83,582,B03814,3814,LAJ725,Critico
2023-08-30 00:00:00,CATERPILLAR 24M,MANDO FINAL,MOBIL MOBILTRANS HD 30,915,Cambio Aceite,0.4,217,0.14,3,3,0.49,0,0.93,8200,1707,662,20/18/15,13.13,95.35,1.03,3,1,7,4,0,532,0,0,76,8,1,8,21,8,7,1,12,4,4,2,21,173,A03815,3815,LAJ066,Normal
2023-08-31 00:00:00,KOMATSU 950 E3,MASA DERECHA,MOBIL MOBILTRANS HD 30,G127,Muestreo,0.84,218,0.31,4,2,1.61,4,0.55,9380,2996,978,18/19/13,15.38,97.77,1.94,1,0,2,8,0,81,6,12,54,0,2,2,2,1,7,1,13,0,4,0,62,191,A03816,3816,LAJ406,Normal
2023-08-31 00:00:00,CAEX,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,914,Cambio Aceite,0.12,226,0.07,4,2,1.66,1,0.58,4179,4457,881,21/19/13,14.88,95.58,2.2,7,0,10,3,7,580,3,27,119,5,6,8,13,8,5,4,22,8,0,6,69,302,C03817,3817,LAJ918,Atencion
2023-08-31 00:00:00,KOMATSU 930 E5,SISTEMA HIDRAULICO,MOBIL DTE 24,RT3,Muestreo,0.02,249,0.15,4,1,0.76,3,0.62,2801,3545,435,19/17/14,11.65,92.44,2.99,3,3,19,1,5,267,5,24,168,4,1,1,6,4,7,5,23,1,7,8,77,478,A03818,3818,LAJ642,Atencion
2023-08-31 00:00:00,KOMATSU 930 E3,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,915,Muestreo,0.23,230,0.4,3,4,0.24,2,0.25,8945,3126,546,20/19/14,10.2,118.27,1.42,9,3,2,4,6,915,9,11,27,2,6,0,28,7,8,0,9,1,7,6,19,165,D03819,3819,LAJ789,Normal
2023-08-31 00:00:00,KOMATSU 950 E3,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,511,Muestreo,0.6,241,0.28,4,0,1.13,1,0.78,1176,675,351,18/18/13,14.63,98.47,0.21,5,2,5,5,3,195,4,5,20,3,9,9,8,6,5,3,3,3,0,3,95,181,C03820,3820,LAJ129,Normal
2023-09-01 00:00:00,CATERPILLAR 797F,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,G128,Muestreo,0.22,191,0.1,0,2,0.52,1,0.55,3776,4251,962,21/16/13,15.32,114.34,3.37,6,0,22,0,7,320,6,38,264,4,6,8,20,3,6,9,27,5,3,3,13,550,C03821,3821,LAJ259,Critico
2023-09-01 00:00:00,CAEX,SISTEMA HIDRAULICO,MOBIL DTE 24,RT3,Muestreo,0.49,215,0.33,0,3,0.25,3,0.41,6421,2397,620,19/19/16,12.47,101.62,2.16,9,4,18,1,5,30,0,22,165,3,1,1,26,9,6,3,19,3,1,7,16,272,D03822,3822,LAJ517,Atencion
2023-09-01 00:00:00,CAEX,MANDO FINAL,MOBIL MOBILTRANS HD 30,915,Cambio Aceite,0.55,232,0.1,0,4,1.77,0,0.17,7724,3725,535,20/17/16,13.3,115.73,0.5,3,2,0,4,5,870,7,8,67,2,8,9,28,7,5,7,3,9,2,8,83,104,A03823,3823,LAJ624,Normal
2023-09-01 00:00:00,CATERPILLAR 797F,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,913,Cambio Aceite,0.26,227,0.49,3,0,1.96,3,0.74,3316,3327,558,18/18/15,19.31,95.97,2.69,7,4,18,6,8,282,2,26,113,4,9,6,10,9,4,1,19,7,3,1,26,267,A03824,3824,LAJ272,Atencion
2023-09-01 00:00:00,KOMATSU 930E-4SE,MOTOR TRACCION DER,MOBIL SHC GEAR 680,515,Cambio Aceite,0.05,245,0.25,1,0,1.73,0,0.1,9145,2035,226,21/17/14,16.12,89.99,2.89,3,2,10,9,0,235,4,19,196,9,5,8,7,2,2,3,24,1,5,7,74,349,C03825,3825,LAJ592,Atencion
2023-09-02 00:00:00,KOMATSU 950 E4,SISTEMA HIDRAULICO,MOBIL DTE 24,911,Muestreo,0.77,234,0.05,0,3,0.0,3,0.19,9186,2589,725,18/16/14,12.19,98.4,2.2,6,4,18,4,2,484,8,23,190,7,7,7,13,8,6,6,15,3,4,8,0,217,A03826,3826,LAJ121,Atencion
2023-09-02 00:00:00,CATERPILLAR 988H,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,G127,Cambio Aceite,0.31,240,0.4,2,2,0.6,2,0.9,4127,4496,628,19/18/13,19.85,87.08,1.5,0,0,4,1,2,897,3,8,88,6,5,8,9,4,2,0,13,9,8,8,20,140,B03827,3827,LAJ667,Normal
2023-09-02 00:00:00,KOMATSU 930 E4,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,911,Cambio Aceite,0.14,197,0.11,1,1,0.42,1,0.67,7833,1022,290,18/19/14,16.33,84.56,2.95,1,3,17,6,0,976,3,20,173,1,3,4,18,7,3,9,19,2,2,8,62,239,E03828,3828,LAJ602,Atencion
2023-09-02 00:00:00,KOMATSU 930-E4,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,915,Muestreo,0.71,187,0.35,3,0,0.79,4,0.89,6959,1205,429,20/17/16,12.1,111.93,1.13,5,0,7,6,2,291,4,11,85,0,9,5,11,0,6,9,1,7,9,9,72,177,B03829,3829,LAJ695,Normal
2023-09-02 00:00:00,KOMATSU 950 E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,G126,Muestreo,0.43,186,0.49,3,3,0.7,2,0.88,4604,3570,636,20/16/13,17.74,84.36,0.53,5,2,0,9,3,412,2,5,2,6,9,7,24,7,3,6,3,9,2,5,73,10,B03830,3830,LAJ158,Normal
2023-09-03 00:00:00,KOMATSU 950 E3,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,915,Cambio Aceite,0.24,194,0.28,4,3,1.75,1,0.83,6064,3847,770,18/19/14,19.39,117.12,0.68,9,2,9,3,3,184,6,5,31,6,8,3,6,3,0,7,14,3,4,3,81,32,C03831,3831,LAJ171,Normal
2023-09-03 00:00:00,CATERPILLAR 24M,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,511,Muestreo,0.91,214,0.06,3,3,0.26,3,0.26,2677,2100,277,20/16/13,16.13,97.07,0.19,2,1,1,7,6,540,5,12,29,6,5,3,17,3,1,4,9,8,4,6,94,94,B03832,3832,LAJ095,Normal
2023-09-03 00:00:00,KOMATSU 950 E3,MASA DERECHA,MOBIL MOBILTRANS HD 30,RT3,Cambio Aceite,0.88,193,0.15,4,4,0.73,2,0.45,6439,1292,339,18/16/14,13.59,89.56,1.92,7,1,4,2,1,645,1,11,44,3,1,5,2,0,5,2,5,3,9,7,97,43,E03833,3833,LAJ823,Normal
2023-09-03 00:00:00,KOMATSU 930E-4SE,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,515,Cambio Aceite,0.22,217,0.32,1,0,0.91,3,0.99,5539,4520,197,20/19/13,15.86,88.07,3.76,3,4,24,5,4,877,1,31,299,1,9,7,4,6,8,9,45,5,2,3,21,554,B03834,3834,LAJ272,Critico
2023-09-03 00:00:00,CATERPILLAR 988H,MANDO FINAL,MOBIL MOBILTRANS HD 30,G126,Cambio Aceite,0.19,230,0.21,0,3,1.56,1,0.27,7419,1160,897,20/19/14,11.72,110.07,2.8,8,2,18,3,4,10,3,21,126,7,9,5,21,3,1,7,22,5,3,8,4,439,B03835,3835,LAJ108,Atencion
2023-09-04 00:00:00,KOMATSU 930 E3,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.95,237,0.25,3,0,0.46,4,0.86,9881,1121,682,20/18/16,16.58,86.79,2.07,7,1,15,9,6,261,8,19,138,3,8,0,18,5,3,0,15,3,2,4,69,473,E03836,3836,LAJ330,Atencion
2023-09-04 00:00:00,KOMATSU 930E-4SE,SISTEMA HIDRAULICO,MOBIL DTE 24,511,Cambio Aceite,0.48,199,0.34,3,3,0.55,3,1.0,4187,1479,725,21/18/14,13.57,98.4,1.3,9,4,2,1,7,969,5,11,89,0,9,7,2,0,3,3,13,9,7,8,86,123,D03837,3837,LAJ781,Normal
2023-09-04 00:00:00,CATERPILLAR 988H,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,513,Cambio Aceite,0.46,192,0.21,3,3,0.69,3,0.43,7643,1359,180,18/16/14,19.31,95.32,0.54,0,1,0,1,8,631,4,11,31,5,9,5,4,1,9,3,9,0,2,8,74,114,E03838,3838,LAJ066,Normal
2023-09-04 00:00:00,KOMATSU 980 E5,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.57,204,0.17,4,4,0.5,3,0.17,3910,2570,771,19/18/15,17.79,97.86,0.17,3,2,4,9,4,805,0,12,82,0,0,3,14,1,4,0,11,8,5,7,83,3,C03839,3839,LAJ512,Normal
2023-09-04 00:00:00,KOMATSU 960 E2-K,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,RT2,Muestreo,0.57,244,0.37,1,0,0.48,2,0.54,3377,1948,775,18/19/15,15.35,94.82,0.46,2,3,1,0,5,299,6,6,79,5,8,5,26,0,0,8,0,6,4,0,38,20,A03840,3840,LAJ011,Normal
2023-09-05 00:00:00,KOMATSU 950 E3,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,RT2,Cambio Aceite,0.63,227,0.08,3,1,1.9,0,0.36,1697,1192,764,21/17/13,15.6,81.12,0.64,8,0,6,0,1,799,0,12,71,4,0,3,29,4,1,6,6,7,7,0,65,117,C03841,3841,LAJ983,Normal
2023-09-05 00:00:00,KOMATSU 980 E5,MOTOR,MOBIL DELVAC 15W40,513,Cambio Aceite,0.75,180,0.36,2,1,1.77,0,0.82,3729,1628,234,18/19/16,18.29,84.31,1.3,0,2,8,6,3,39,9,7,40,8,9,9,15,8,8,0,13,6,9,3,67,168,E03842,3842,LAJ251,Normal
2023-09-05 00:00:00,CATERPILLAR 24M,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,912,Muestreo,0.9,190,0.33,0,1,1.32,3,0.31,3347,4869,820,21/18/15,13.47,94.27,2.7,1,1,12,6,2,533,0,27,139,8,9,3,26,6,4,0,21,2,6,6,52,399,A03843,3843,LAJ413,Atencion
2023-09-05 00:00:00,CATERPILLAR 24M,MOTOR TRACCION DER,MOBIL SHC GEAR 680,914,Muestreo,0.51,211,0.13,4,1,0.71,1,0.12,4158,4764,117,18/18/14,18.27,80.0,1.92,6,0,3,7,4,987,9,9,85,3,8,2,21,9,0,4,7,5,3,1,52,64,A03844,3844,LAJ959,Normal
2023-09-05 00:00:00,CATERPILLAR 988H,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,515,Muestreo,0.14,236,0.17,1,4,1.41,0,0.34,2295,4343,261,21/18/16,16.53,83.64,3.91,1,1,29,2,9,732,7,31,205,0,2,6,9,5,6,8,47,6,1,3,76,545,A03845,3845,LAJ931,Critico
2023-09-06 00:00:00,KOMATSU 930 E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.8,194,0.12,0,4,0.6,0,0.4,5706,3953,103,18/18/13,11.81,95.64,2.36,6,0,11,4,3,72,5,19,165,7,1,7,29,9,1,1,20,0,8,8,92,293,B03846,3846,LAJ008,Atencion
2023-09-06 00:00:00,KOMATSU 930 E4,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.67,222,0.3,4,1,1.97,4,0.02,1592,2752,558,19/18/13,11.68,106.86,0.67,3,3,3,5,4,412,1,14,38,3,4,6,15,8,8,9,6,4,8,4,66,170,B03847,3847,LAJ366,Normal
2023-09-06 00:00:00,KOMATSU 950 E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,G127,Cambio Aceite,0.9,201,0.33,1,4,0.01,3,0.32,7603,4272,281,20/17/16,18.52,87.18,3.39,4,0,20,0,7,872,7,39,267,1,5,2,28,4,7,9,41,3,9,2,72,554,D03848,3848,LAJ356,Critico
2023-09-06 00:00:00,KOMATSU 930E-4SE,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,G129,Cambio Aceite,0.05,241,0.5,2,3,1.81,0,0.31,5063,1664,914,19/19/15,13.58,94.43,1.99,9,1,6,4,1,265,5,12,70,7,5,7,28,5,5,6,5,8,5,1,2,167,B03849,3849,LAJ427,Normal
2023-09-06 00:00:00,CAEX,TRANSMISIÓN,MOBIL MOBILTRANS HD 30,513,Cambio Aceite,0.15,201,0.09,3,4,0.44,1,0.17,9283,4542,773,20/18/16,18.63,87.07,1.92,8,1,3,2,8,882,2,10,64,7,6,6,27,5,7,1,9,0,8,0,42,139,C03850,3850,LAJ767,Normal
2023-09-07 00:00:00,CATERPILLAR 988H,MOTOR,MOBIL DELVAC 15W40,G129,Cambio Aceite,0.93,224,0.44,4,1,0.2,3,0.26,9656,4298,735,19/17/16,16.84,106.82,0.21,9,1,5,0,0,685,7,5,67,2,5,2,15,1,4,8,2,7,6,3,87,161,C03851,3851,LAJ556,Normal
2023-09-07 00:00:00,CATERPILLAR 24M,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,RT1,Cambio Aceite,0.77,210,0.16,1,4,1.81,0,0.5,3768,4453,334,19/17/13,19.23,114.26,0.81,4,2,7,1,1,677,3,8,60,8,4,7,28,9,3,6,0,8,2,4,48,78,A03852,3852,LAJ808,Normal
2023-09-07 00:00:00,KOMATSU 930-E4,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,RT1,Cambio Aceite,0.5,213,0.17,4,0,0.92,0,0.53,3349,2813,220,19/19/16,13.02,92.21,2.81,4,3,10,3,1,595,5,28,138,3,6,8,6,8,9,5,18,0,4,5,53,376,B03853,3853,LAJ345,Atencion
2023-09-07 00:00:00,KOMATSU 950 E4,MASA DERECHA,MOBIL MOBILTRANS HD 30,914,Cambio Aceite,0.52,246,0.5,0,4,0.73,0,0.47,6782,2751,395,18/16/13,15.05,116.07,1.88,6,2,9,8,0,719,6,3,18,4,2,8,12,9,9,9,0,2,7,3,6,171,E03854,3854,LAJ368,Normal
2023-09-07 00:00:00,CATERPILLAR 797F,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,RT1,Muestreo,0.54,219,0.44,1,3,0.64,0,0.91,6537,2958,249,20/16/13,17.22,81.74,0.05,7,3,4,4,6,783,5,9,74,0,6,2,6,8,2,0,7,9,7,7,57,87,C03855,3855,LAJ602,Normal
2023-09-08 00:00:00,KOMATSU 980 E5,SISTEMA HIDRAULICO,MOBIL DTE 24,913,Muestreo,0.64,226,0.05,1,3,1.59,3,0.6,5058,4312,546,21/19/16,11.36,96.23,0.05,4,1,1,9,8,701,1,12,16,1,9,7,17,6,4,4,12,8,7,6,28,182,B03856,3856,LAJ198,Normal
2023-09-08 00:00:00,CAEX,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,512,Muestreo,0.38,247,0.36,2,3,0.15,2,0.98,7902,4869,738,19/16/15,19.86,93.23,0.48,1,0,8,8,3,919,3,12,20,5,2,3,8,4,4,7,2,8,6,4,27,77,B03857,3857,LAJ952,Normal
2023-09-08 00:00:00,KOMATSU 930 E3,MOTOR TRACCION DER,MOBIL SHC GEAR 680,515,Muestreo,0.54,219,0.33,4,3,1.2,2,0.1,2699,3473,946,19/16/15,14.6,92.12,2.45,1,3,15,7,2,254,3,27,144,1,2,5,3,7,1,5,16,5,1,4,71,440,E03858,3858,LAJ189,Atencion
2023-09-08 00:00:00,CATERPILLAR 24M,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,512,Muestreo,0.08,230,0.43,0,3,1.09,0,0.97,6397,2603,801,21/16/13,19.21,116.34,0.05,4,3,3,1,6,343,9,13,71,7,8,5,27,1,9,9,12,3,2,6,19,7,A03859,3859,LAJ274,Normal
2023-09-08 00:00:00,CATERPILLAR 988H,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G128,Cambio Aceite,0.11,217,0.19,3,0,1.22,2,0.84,7818,1949,277,18/19/13,16.61,89.38,3.17,8,1,25,0,4,206,1,44,284,2,9,6,11,0,7,0,45,7,2,6,8,581,A03860,3860,LAJ850,Critico
2023-09-09 00:00:00,CATERPILLAR 797F,MANDO FINAL,MOBIL MOBILTRANS HD 30,915,Cambio Aceite,0.34,206,0.25,2,1,0.19,3,0.53,5356,1826,198,20/19/13,15.2,104.35,1.62,9,3,5,6,2,747,1,7,52,8,3,2,7,7,4,6,1,0,3,1,98,20,E03861,3861,LAJ968,Normal
2023-09-09 00:00:00,KOMATSU 930 E4,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G126,Cambio Aceite,0.52,232,0.29,4,2,1.57,2,0.12,5414,3624,918,19/19/13,13.55,114.42,1.51,8,0,1,4,6,945,6,12,86,4,2,2,0,8,7,1,2,6,1,2,75,78,D03862,3862,LAJ693,Normal
2023-09-09 00:00:00,KOMATSU 930 E3,MOTOR TRACCION DER,MOBIL SHC GEAR 680,912,Muestreo,0.69,204,0.06,1,3,0.01,3,0.36,2793,4116,435,20/16/16,13.08,116.58,0.43,0,0,4,4,4,790,8,9,74,1,9,2,26,2,6,9,14,9,0,0,33,78,D03863,3863,LAJ515,Normal
2023-09-09 00:00:00,KOMATSU 950 E3,MOTOR,MOBIL DELVAC 15W40,G129,Muestreo,0.39,194,0.0,4,4,1.39,2,0.04,3613,4229,849,19/16/13,14.31,105.08,0.03,6,3,7,7,7,988,5,0,15,1,2,5,29,0,9,2,12,0,6,4,48,168,C03864,3864,LAJ368,Normal
2023-09-09 00:00:00,KOMATSU 950 E4,MANDO FINAL TRA.DER,MOBIL MOBILTRANS HD 30,512,Cambio Aceite,0.89,191,0.18,0,2,0.58,0,0.86,2830,1019,768,20/17/14,10.7,97.58,0.48,8,2,2,3,1,839,2,12,48,4,3,1,29,6,1,2,2,2,7,1,76,28,D03865,3865,LAJ196,Normal
2023-09-10 00:00:00,KOMATSU 960 E2-K,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G127,Cambio Aceite,0.89,225,0.49,0,1,0.68,1,0.34,9151,742,899,21/18/16,10.78,118.92,2.09,3,4,19,0,4,878,4,28,166,7,3,9,5,0,8,0,20,6,5,0,89,308,E03866,3866,LAJ725,Atencion
2023-09-10 00:00:00,KOMATSU 950 E4,MOTOR TRACCION DER,MOBIL SHC GEAR 680,915,Cambio Aceite,0.71,234,0.48,4,1,1.61,3,0.93,2100,798,188,21/19/16,19.79,104.08,3.77,3,2,23,3,1,291,0,30,254,0,4,7,20,5,1,5,36,3,9,3,89,520,C03867,3867,LAJ030,Critico
2023-09-10 00:00:00,KOMATSU 980 E5,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G127,Cambio Aceite,0.49,242,0.23,1,2,1.32,4,0.86,2084,1283,766,20/16/15,12.17,100.5,0.32,4,3,5,6,7,260,3,6,18,7,8,8,22,8,3,0,3,4,0,1,12,169,D03868,3868,LAJ520,Normal
2023-09-10 00:00:00,CAEX,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,512,Cambio Aceite,0.6,228,0.3,3,4,0.2,3,0.23,3384,3944,372,20/19/14,11.47,119.57,3.32,2,2,22,1,5,109,3,49,284,4,7,4,4,4,2,6,38,6,1,2,59,537,D03869,3869,LAJ726,Critico
2023-09-10 00:00:00,KOMATSU 930-E4,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,RT3,Cambio Aceite,0.36,214,0.07,2,4,0.16,4,0.75,6289,1897,795,18/18/15,14.03,92.28,2.11,7,4,19,9,0,503,0,26,105,8,8,7,25,5,6,3,15,3,9,0,88,471,C03870,3870,LAJ375,Atencion
2023-09-11 00:00:00,KOMATSU 980 E5,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,911,Cambio Aceite,0.91,236,0.44,1,1,1.14,3,0.38,4462,2931,145,18/17/13,18.94,109.03,0.77,1,1,5,7,0,355,8,0,39,8,7,2,26,6,5,9,11,2,9,9,66,117,D03871,3871,LAJ311,Normal
2023-09-11 00:00:00,KOMATSU 950 E3,DIFERENCIAL DEL,MOBIL MOBILTRANS HD 30,915,Muestreo,0.16,246,0.17,3,0,1.89,4,0.25,5135,3949,135,18/16/15,10.29,92.06,2.75,0,4,13,3,5,640,2,18,115,5,8,6,1,6,4,6,19,6,7,3,60,288,E03872,3872,LAJ713,Atencion
2023-09-11 00:00:00,KOMATSU 930 E4,MOTOR,MOBIL DELVAC 15W40,G128,Muestreo,0.04,225,0.46,1,1,0.82,3,0.17,6809,4670,385,20/16/14,13.23,83.15,0.12,6,3,0,2,7,769,0,9,84,3,2,4,8,9,6,9,13,4,8,0,36,14,E03873,3873,LAJ106,Normal
2023-09-11 00:00:00,KOMATSU 930 E5,MASA DERECHA,MOBIL MOBILTRANS HD 30,RT4,Cambio Aceite,0.1,225,0.45,1,1,0.28,3,0.66,8560,3812,905,21/19/13,17.11,98.48,1.98,7,2,8,3,2,441,7,5,6,1,9,7,10,2,4,6,3,1,1,2,74,143,B03874,3874,LAJ429,Normal
2023-09-11 00:00:00,KOMATSU 960 E2-K,MASA DERECHA,MOBIL MOBILTRANS HD 30,914,Cambio Aceite,0.35,205,0.16,1,0,1.71,4,0.94,2922,1555,532,20/18/16,19.76,105.3,3.37,5,1,24,9,4,319,4,48,273,2,6,8,10,2,9,3,32,7,0,7,93,539,D03875,3875,LAJ775,Critico
2023-09-12 00:00:00,KOMATSU 930-E4,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,513,Muestreo,0.95,225,0.38,4,3,1.85,4,0.49,5425,506,862,19/16/16,16.83,83.91,1.76,9,0,8,3,6,296,4,13,85,5,4,2,23,9,8,4,12,1,9,0,31,145,D03876,3876,LAJ482,Normal
2023-09-12 00:00:00,KOMATSU 950 E3,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,912,Muestreo,0.59,246,0.03,4,0,0.63,2,0.29,1732,4180,902,18/17/15,19.21,100.99,1.88,6,2,7,2,8,992,8,11,27,2,3,9,18,6,2,6,3,4,8,4,70,170,D03877,3877,LAJ302,Normal
2023-09-12 00:00:00,KOMATSU 950 E4,MASA DERECHA,MOBIL MOBILTRANS HD 30,913,Muestreo,0.22,247,0.25,2,2,1.14,1,0.45,5490,1012,866,21/17/16,18.02,92.35,0.76,1,4,8,2,6,297,2,0,51,8,4,3,12,7,3,1,12,9,9,8,90,155,E03878,3878,LAJ661,Normal
2023-09-12 00:00:00,CATERPILLAR 797F,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,913,Muestreo,0.21,239,0.04,4,0,0.34,2,0.18,6777,1285,252,21/19/13,12.45,81.95,3.39,5,1,27,1,0,737,7,47,299,8,8,4,0,6,0,2,41,9,6,3,42,502,E03879,3879,LAJ910,Critico
2023-09-12 00:00:00,KOMATSU 930 E5,MANDO FINAL,MOBIL MOBILTRANS HD 30,913,Cambio Aceite,0.52,226,0.15,2,3,1.64,1,0.57,8729,3450,316,20/18/15,14.37,102.25,1.82,3,4,7,9,5,819,8,13,10,9,0,7,12,5,6,1,8,9,9,6,94,74,C03880,3880,LAJ632,Normal
2023-09-13 00:00:00,CATERPILLAR 24M,SISTEMA HIDRAULICO,MOBIL DTE 24,RT4,Cambio Aceite,0.25,185,0.31,0,2,1.88,0,0.14,6185,4633,218,21/17/16,11.18,112.29,1.53,4,3,7,0,9,487,6,5,80,3,1,3,17,0,7,4,6,1,7,9,6,168,D03881,3881,LAJ133,Normal
2023-09-13 00:00:00,KOMATSU 960 E2-K,MASA IZQUIERDA,MOBIL MOBILTRANS HD 30,RT1,Cambio Aceite,0.21,243,0.02,2,0,1.02,0,0.9,4587,1243,255,21/17/14,12.94,92.89,1.86,9,4,8,3,1,59,8,11,37,3,8,3,2,9,3,7,6,3,6,9,10,79,E03882,3882,LAJ980,Normal
2023-09-13 00:00:00,KOMATSU 930E-4SE,DIFERENCIAL TRA,MOBIL MOBILTRANS HD 30,513,Muestreo,0.91,218,0.24,4,2,1.37,3,0.28,5402,3525,681,19/17/15,11.34,104.76,1.42,2,2,8,9,5,190,7,9,42,5,6,3,4,6,7,0,14,8,2,5,65,46,C03883,3883,LAJ415,Normal
2023-09-13 00:00:00,CATERPILLAR 988H,MANDO FINAL TRA.IZQ,MOBIL MOBILTRANS HD 30,912,Muestreo,0.27,233,0.05,2,3,0.51,3,0.61,8011,1482,674,21/19/13,19.77,115.55,2.46,5,4,14,6,6,89,0,20,175,5,8,8,17,7,7,1,21,0,1,0,27,207,C03884,3884,LAJ565,Atencion
2023-09-13 00:00:00,KOMATSU 950 E4,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G128,Cambio Aceite,0.66,233,0.29,4,4,1.5,1,0.23,5505,3376,418,18/19/13,12.67,96.34,1.29,4,4,3,7,2,132,0,1,19,2,8,6,16,8,8,4,4,0,6,3,72,177,D03885,3885,LAJ333,Normal
2023-09-14 00:00:00,KOMATSU 930E-4SE,SISTEMA HIDRAULICO,MOBIL DTE 24,515,Muestreo,0.99,214,0.4,0,1,0.02,4,0.76,7735,2840,813,21/19/15,16.33,82.45,0.47,1,2,7,1,4,93,2,2,97,9,7,5,2,1,0,6,8,2,8,8,40,7,E03886,3886,LAJ860,Normal
2023-09-14 00:00:00,KOMATSU 930 E5,MOTOR TRACCION IZQ,MOBIL SHC GEAR 680,G126,Muestreo,0.78,218,0.2,3,0,0.71,4,0.59,4833,554,427,18/16/14,10.95,113.1,1.36,8,0,9,5,1,95,5,2,86,5,1,6,20,3,2,3,8,7,5,1,90,146,A03887,3887,LAJ026,Normal
